Unnamed: 0,formulary_name,med_name_generic,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,
1406,Penicillin G K 20 million units CMPD,Penicillin G K,Not Recorded,none,24,,,
1407,Penicillin G K 5 million unit inj,penicillin g k,Not Recorded,none,20273,,,
1408,"Penicillin G K 5,000,000 unit(s)/ns IVPB",penicillin g k in ns,Not Recorded,none,10705,,,
1409,Penicillin G NA 5Mu inj,penicillin g sod.,Not Recorded,none,192,,,
1410,Penicillin G Pot. 0.1units/mL for Desensitization,Penicillin G Pot./ns,Not Recorded,none,16,,,
1411,Penicillin G Pot. 1000 units/mL for Desensitization,Penicillin G Pot./ns,Not Recorded,none,15,,,
1412,Penicillin G Pot. 10units/mL for Desensitization,Penicillin G Pot./ns,Not Recorded,none,16,,,
1413,"Penicillin G Pot. 3,000,000 units/50 mL D5W IVPB",Penicillin G Pot.,Not Recorded,50 mL,656,mL,50,
1414,"Penicillin G Pot. 3,000,000 units/50 mL D5W IVPB",Penicillin G Pot. D5W,Not Recorded,50 mL,1457,mL,50,
1415,"Penicillin G Pot. 3,000,000 units/50 mL IVPB",Penicillin G Pot.,Not Recorded,50 mL,13824,mL,50,
1416,"Penicillin G Pot. 50,000 units/mL for Desensitization",Penicillin G Pot./ns,Not Recorded,none,26,,,
1417,Penicillin G Sod. 5 mu/D5W 100mL IVPB,penicillin g sod. in D5W,Not Recorded,100 mL,71,mL,100,
1418,Pentamidine 300 mg inj,pentamidine,Not Recorded,none,234,,,
1419,Pentobarbital 50 mg/mL 20 mL inj ADD,pentobarbital add,Milligram/Kilogram/Hour,20 mL,482,mL,20,
1420,Pentostatin 10 mg inj,pentostatin,Not Recorded,none,17,,,
1421,Peramivir 200 mg/20mL inj,peramivir,Not Recorded,20 mL,118,mL,20,
1422,Perflutren,perflutren,Not Recorded,none,375,,,
1423,Peripheral Parenteral Nutrition,Peripheral Parenteral Nutrition (hyperal),Not Recorded,85 mL/hr,360683,mL/hr,85,
1424,Peripheral TPN,Peripheral TPN,Not Recorded,none,45390,,,
1425,Pertuzumab 420 mg inj,pertuzumab,Not Recorded,none,9,,,
1426,Phenobarbital 130 mg/1 mL inj,phenobarbital,Not Recorded,1 mL,8916,mL,1,
1427,Phenobarbital 4 mg/ mL ped. oral syringe,phenobarbital ped liq,Not Recorded,none,1,,,
1428,Phenobarbital 65 mg/1 mL inj,PHENobarbital,Not Recorded,1 mL,8202,mL,1,
1429,Phenobarbital 65mg/mL neonate syringe,PHENobarbital in syringe,Not Recorded,none,2,,,
1430,Phentolamine Mesylate 5 mg inj,phentolamine,Not Recorded,none,4,,,
1431,Phenylephrine nasal 0.5% soln 15mL,phenylephrine nasal 0.5%,Not Recorded,15 mL,2,mL,15,
1432,Phenytoin 100 mg/2 mL inj,phenytoin,Not Recorded,2 mL,1344,mL,2,
1433,Phenytoin 100 mg/4 mL oral susp,phenytoin,Not Recorded,4 mL,1,mL,4,
1434,Phenytoin 250 mg/5 mL inj,phenytoin,Not Recorded,5 mL,171,mL,5,
1435,Physostigmine 2 mg/2 mL inj,physostigmine,Not Recorded,2 mL,26,mL,2,
1436,Phytonadione 10 mg/1 mL inj,phytonadione,Not Recorded,1 mL,12482,mL,1,
1437,Phytonadione 5 mg tab,phytonadione,Not Recorded,none,12,,,
1438,Phytonadione Ped 1 mg inj,phytonadione ped,Not Recorded,none,7,,,
1439,Phytonadione Ped. 1 mg/mL (Vit.K) neonate syringe,phytonadione in ns,Not Recorded,none,30,,,
1440,Piperacil/Tazobactam  2.25gm inj,piperacillin-tazobact,Not Recorded,none,122,,,
1441,Piperacillin-Tazobactam  4.5 gm inj,piperacillin-tazobactam,Not Recorded,none,3277,,,
1442,Piperacillin-Tazobactam 3.375 gm/50 mL iso-dex,piperacillin-tazobac in iso-dex,Not Recorded,50 mL,52283,mL,50,
1443,Piperacillin-Tazobactam 3.375gm inj,piperacillin-tazobact,Not Recorded,none,30784,,,
1444,Piperacillin-Tazobactam 3.375gm/100 mL NS,piperacillin-tazobac in ns,Not Recorded,100 mL,149408,mL,100,
1445,Piperacillin-Tazobactam 4.5gm IVPB/NS 100mL,piperacillin-tazobactam in ns,Not Recorded,100 mL,337561,mL,100,
1446,Piperacillin-tazob 20mg/mL/NS neonate syringe,piperacillin-tazob in NS syringe,Not Recorded,none,181,,,
1447,Piperacillin-tazobactam 4.5 gm/iso-dex 100 ml ivpb,piperacillin-tazobact/iso-dex,Not Recorded,100 mL,21639,mL,100,
1448,Piperacillin/Tazobactam  2.25gm/NS IVPB,piperacillin-tazobact in NS,Not Recorded,none,648,,,
1449,Pipracil-Tazobac 3.375gm/50mL NS (for RAD),piperacillin-tazobac in ns,Not Recorded,50 mL,28,mL,50,
1450,Plasma-Lyte A 1000 mL bag,plasmalyte a,Not Recorded,1000 mL,578115,mL,1000,
1451,Pneumococcal 25 mcg/0.5 mL inj,pneumococcal vaccine  poly,Not Recorded,0.5 mL,2,mL,0.5,
1452,Polyethylene Glycol pwdr 17gm unit dose,polyethylene glycol,Not Recorded,none,1,,,
1453,"Polymyxin B 500,000 unit inj",polymyxin b sulfate,Not Recorded,none,121,,,
1454,Posaconazole 100mg tab,posaconazole,Not Recorded,none,2,,,
1455,Posaconazole 300mg inj,posaconazole,Not Recorded,none,4500,,,
1456,Posaconazole 40mg/mL oral susp.,posaconazole,Not Recorded,none,22,,,
1457,Potasium Aceta 2 mEq/mL 100 mL inj,potassium acetate,Not Recorded,100 mL,1,mL,100,
1458,PotassPhosphate 3mmol/mL 15mL inj,potassium phosphate,Not Recorded,15 mL,27479,mL,15,
1459,Potassium  Acet 100mEq/50mL inj,potassium acetate,Not Recorded,50 mL,6,mL,50,
1460,Potassium Aceta 2 mEq/mL 20 mL inj,potassium acetate,Not Recorded,20 mL,1028,mL,20,
1461,Potassium Chlor 0.1 meq/ml/NS neonate syringe,potassium chloride in NS syringe,Not Recorded,none,10,,,
1462,Potassium Chlor 0.2 meq/ml/NS neonate syringe,potassium chloride in NS syringe,Not Recorded,none,10,,,
1463,Potassium Chlor 2 meq/ml 10mL inj,potassium chloride,Not Recorded,10 mL,56042,mL,10,
1464,Potassium Chloride 10 mEq cap,potassium chloride,Not Recorded,none,23,,,
1465,Potassium Chloride 10 mEq tab,potassium chloride,Not Recorded,none,15,,,
1466,Potassium Chloride 20 mEq/15 mL liq 473mL BULK,potassium chloride,Not Recorded,15 mL,29,mL,15,
1467,"Potassium Chloride 8 mEq cap
",potassium chloride,Not Recorded,none,1,,,
1468,Potassium Cl 20meq/NS 500mL ivpb,potassium chloride in NS,Not Recorded,500 mL,46,mL,500,
1469,Potassium Cl 30meq/NS 500mL ivpb,potassium chloride in ns,Not Recorded,500 mL,63,mL,500,
1470,Potassium Cl 40meq/D5W 500mL (for HF),potassium chloride in d5w,Not Recorded,500 mL,86,mL,500,
1471,Potassium Cl 40meq/NS 500mL ivpb,potassium chloride in ns,Not Recorded,500 mL,120920,mL,500,
1472,Potassium Level Recheck Reminder,potassium level recheck reminder,Not Recorded,none,1,,,
1473,Potassium Phos 3 mmol/mL 50 mL inj,potassium phosphate,Not Recorded,50 mL,1646,mL,50,
1474,Potassium-Phos (K-PhosNeutral) tab,potassium phosphate/sod.phosphate,Not Recorded,none,1,,,
1475,Prasugrel 10 mg tab,prasugrel,Not Recorded,none,381,,,
1476,Pravastatin 40 mg tab,pravastatin,Not Recorded,none,1,,,
1477,PredniSONE 5 mg/5 mL liq 120mL,predniSONE,Not Recorded,5 mL,1,mL,5,
1478,Pregabalin 150 mg cap,pregabalin,Not Recorded,none,1,,,
1479,Pregabalin 75 mg caps,pregabalin,Not Recorded,none,6,,,
1480,Premix Dextrose 5%,Premix D5W,Not Recorded,none,2550365,,,
1481,Premix Diluent,Premix Diluent,Not Recorded,none,5691785,,,
1482,Premix NS,Premix NS,Not Recorded,none,4643474,,,
1483,"Premix Water, Sterile",Premix Sterile Water,Not Recorded,none,339,,,
1484,Preop famotidine,famotidine,Not Recorded,none,1,,,
1485,PrismaSol B22GK4/0 w/out Calcium soln,prismaSol B22GK4/0,Not Recorded,none,6,,,
1486,Prismasate B22GK4/0 w/o Calcium,prismasate b22gk4/0,Not Recorded,none,1,,,
1487,Prismasate BK 0/3.5 5L bag,Prismasate BK 0/3.5,Not Recorded,5 L,11,L,5,
1488,Procainamid 1gm/10 mL inj ADD,procainamide add,Milligrams/Minute,10 mL,264,mL,10,
1489,Procainamide 1gm/10 mL inj,procainamide,Not Recorded,10 mL,45,mL,10,
1490,Procainamide 1gm/2mL inj,procainamide,Not Recorded,2 mL,58,mL,2,
1491,Procainamide 1gm/2mL inj ADD,procainamide add..,Milligrams/Minute,2 mL,3630,mL,2,
1492,Procainamide 1gm/ns 50mL ivpb for ED use only,procainamide/ns,Not Recorded,50 mL,9,mL,50,
1493,Prochlorperazine 10 mg tab,prochlorperazine,Not Recorded,none,6,,,
1494,Prochlorperazine 10mg/2mL inj for IV use,prochlorperazine,Not Recorded,2 mL,88093,mL,2,
1495,Prochlorperazine 5 mg tab,prochlorperazine,Not Recorded,none,1,,,
1496,Prolastin 1gm inj,alpha 1 proteinase inhibitor,Not Recorded,none,3,,,
1497,Promethazine 12.5 mg supp,promethazine supp,Not Recorded,none,28,,,
1498,Promethazine 12.5 mg tab,promethazine tab,Not Recorded,none,1,,,
1499,Promethazine 12.5mg IV,promethazine inj,Not Recorded,none,145,,,
1500,Promethazine 25 mg supp,promethazine supp,Not Recorded,none,33,,,
1501,Promethazine 25 mg tab,promethazine tab,Not Recorded,none,1,,,
1502,Promethazine 25 mg/1 mL inj,promethazine inj,Not Recorded,1 mL,21318,mL,1,
1503,Promethazine 6.25 mg/5 ml 120 mL liq,promethazine,Not Recorded,5 mL,3,mL,5,
1504,Propofol 100 mg/ 10 mL Syringe,propofol,Not Recorded,10 mL,16,mL,10,
1505,Propofol 200 mg/ 20 mL inj,propofol,Not Recorded,20 mL,2341,mL,20,
1506,Propofol 500 mg/50 mL syringe,propofol,Not Recorded,50 mL,37,mL,50,
1507,Propranolol 1 mg/1 mL inj,propranolol,Not Recorded,1 mL,258,mL,1,
1508,ProtAMINE 10 mg/mL 5 mL inj,protAMINE,Not Recorded,5 mL,7201,mL,5,
1509,ProtAMINE 100mg/50ml IVPB,protamine ivpb,Not Recorded,50 mL,15,mL,50,
1510,ProtAMINE 10mg/mL 25mL inj,protAMINE,Not Recorded,25 mL,224,mL,25,
1511,Protein C Concentrate Human 1000 units/10 mL,Protein C Concentrate Human,Not Recorded,10 mL,11,mL,10,
1512,Prothrombin Complex concentrate (Bebulin),prothrombin complex conc.,Not Recorded,none,40,,,
1513,Prothrombin complex (Human) (Kcentra),prothrombin complex,Not Recorded,none,1552,,,
1514,Pyridostigmine 10 mg/2 mL inj,pyridostigmine,Not Recorded,2 mL,311,mL,2,
1515,Pyridostigmine 60 mg/5 mL liq 120mL,pyridostigmine,Not Recorded,5 mL,1,mL,5,
1516,Pyridoxine 100 mg/1 mL inj,pyridoxine,Not Recorded,1 mL,24298,mL,1,
1517,Pyridoxine 100 mg/1mL/NS neonate syringe,pyridoxine in NS syringe,Not Recorded,1 mL,1,mL,1,
1518,Pyridoxine 50 mg tab,pyridoxine,Not Recorded,none,1,,,
1519,REMIfentanil 1 mg inj,REMIfentanil,Not Recorded,none,5088,,,
1520,REMIfentanil 1000 mcg inj,REMIfentanil,Not Recorded,none,706,,,
1521,REMIfentanil 100mcg/2mL syringe,REMIfentanil,Not Recorded,2 mL,1,mL,2,
1522,REMIfentanil 2 mg inj,REMIfentanil,Not Recorded,none,10,,,
1523,RHo (D) immune globulin 1500 intl units/1.3 mL solu,RHo (D) immune globulin,Not Recorded,1.3 mL,32,mL,1.3,
1524,RHo (D) immune globulin 300 mcg (Rhogam IM),RHo (D) immune globulin,Not Recorded,none,7,,,
1525,RHo (D) immune globulin 300 mcg/1.3 mL inj,RHo (D) immune globulin,Not Recorded,1.3 mL,14,mL,1.3,
1526,RHo (D) immune globulin 300 mcg/2 mL inj,RHo (D) immune globulin,Not Recorded,2 mL,26,mL,2,
1527,Ramucirumab 500 mg/50mL inj,ramucirumab,Not Recorded,50 mL,2,mL,50,
1528,Ranitidine 50mg/2mL inj,ranitidine,Not Recorded,2 mL,226,mL,2,
1529,Rasburicase 7.5 mg inj.,rasburicase,Not Recorded,none,32,,,
1530,Refresh Classic Ophth Soln 0.4 mL,refresh,Not Recorded,0.4 mL,3,mL,0.4,
1531,Regadenoson 0.4 mg/5 mL inj,regadenoson,Not Recorded,5 mL,3200,mL,5,
1532,RifaMPIN 300 mg cap,rifaMPIN,Not Recorded,none,2,,,
1533,RifaMPIN 3mg/mL/NS neonate syringe,rifaMPIN in NS syringe,Not Recorded,none,1,,,
1534,RifaMPIN 600 mg inj,rifaMPIN,Not Recorded,none,2587,,,
1535,Rocuronium 10 mg/mL 10 mL inj,rocuronium,Not Recorded,10 mL,2037,mL,10,
1536,Rocuronium 10 mg/mL 5 mL inj,rocuronium,Not Recorded,5 mL,8712,mL,5,
1537,Rocuronium 10 mg/mL 5 mL syringe,rocuronium,Not Recorded,5 mL,3,mL,5,
1538,Rocuronium 10 mg/mL per mL,rocuronium,Not Recorded,none,8,,,
1539,Rocuronium 10mg/mL 5mL OR syringe,rocuronium,Not Recorded,5 mL,47,mL,5,
1540,Ropivacaine 0.5% 30 mL syringe (EUOSH),ropivacaine 0.5%,Not Recorded,30 mL,2,mL,30,
1541,Ropivacaine 1% 10mg/mL 20mL,ropivacaine 1%,Not Recorded,20 mL,1,mL,20,
1542,Ropivacaine 2 mg/mL 100 mL inj,ropivacaine 0.2%,Not Recorded,100 mL,14,mL,100,
1543,Ropivacaine 5 mg/mL 30 mL inj,ropivacaine 0.5%,Not Recorded,30 mL,76,mL,30,
1544,Ropivacaine 7.5 mg/mL 20 mL inj,ropivacaine 0.75%,Not Recorded,20 mL,2,mL,20,
1545,SJH hyperalimentation 1200-2200mL,hyperalimentation 1200-2200mL,Not Recorded,2200 mL,304628,mL,2200,
1546,SJH hyperalimentation <1200mL,hyperalimentation <1200mL,Not Recorded,1200 mL,13738,mL,1200,
1547,SJH hyperalimentation >2200mL,hyperalimentation >2200mL,Not Recorded,2200 mL,8387,mL,2200,
1548,SMOFlipid 20% 100 mL (Neonate),fat emulsion 20% (SMOFlipid),Not Recorded,100 mL,65,mL,100,
1549,SMX-TMP 800 mg-160 mg/20 mL suspension,sulfamethoxazole-trimethoprim,Not Recorded,20 mL,1,mL,20,
1550,SUMAtriptan 6mg/0.5mL inj,SUMAtriptan succinate,Not Recorded,0.5 mL,3,mL,0.5,
1551,SUfentanil 100 mcg/2 mL inj,SUfentanil,Not Recorded,2 mL,38,mL,2,
1552,SUfentanil 250 mcg/5 mL inj,SUfentanil,Not Recorded,5 mL,3,mL,5,
1553,SUfentanil 50 mcg/1 mL inj,SUFentanil,Not Recorded,1 mL,8,mL,1,
1554,Sargramustim 250 mcg inj,sargramostim,Not Recorded,none,5,,,
1555,Scopolamine 0.4 mg/ 1 mL inj,scopolamine,Not Recorded,1 mL,12,mL,1,
1556,Scopolamine patch,scopolamine,Not Recorded,none,1499,,,
1557,Secretin 16mcg synthetic human,secretin,Not Recorded,none,14,,,
1558,Selenium 400 mcg/10 mL inj,Selenious acid,Not Recorded,10 mL,12,mL,10,
1559,Selenium 600 mcg/10 mL inj,Selenious acid,Not Recorded,10 mL,1786,mL,10,
1560,Sildenafil 10 mg/12.5 mL inj.,sildenafil,Not Recorded,12.5 mL,877,mL,12.5,
1561,Siltuximab 400 mg inj,siltuximab,Not Recorded,none,2,,,
1562,Sincalide 5 mcg inj,sincalide,Not Recorded,none,3,,,
1563,Sirolimus 0.5 mg tab,sirolimus,Not Recorded,none,1,,,
1564,Sodium  Bicarb. 0.5mEq/1mL neonate syringe,sod. bicarbonate in syringe,Not Recorded,1 mL,2,mL,1,
1565,Sodium  Bicarbonate 0.25mEq/1mL neonate syringe,sod bicarbonate in syringe,Not Recorded,1 mL,6,mL,1,
1566,Sodium  Bicarbonate 0.5meq/mL neonate syringe,sod bicarbonate,Not Recorded,none,11,,,
1567,Sodium  Bicarbonate 2.5 mEq/5mL inj,sod bicarbonate inj,Not Recorded,5 mL,15,mL,5,
1568,Sodium  Bicarbonate 5 mEq/10mL syringe,sod bicarbonate inj,Not Recorded,10 mL,36,mL,10,
1569,Sodium Acetate 2 mEq/mL 20 mL inj,sodium acetate,Not Recorded,20 mL,608,mL,20,
1570,Sodium Acetate 2 mEq/mL inj,sodium acetate,Not Recorded,none,6119,,,
1571,Sodium Bicarb 10 mEq/10 mL  inj,sodium bicarbonate,Not Recorded,10 mL,188,mL,10,
1572,Sodium Bicarb 50 mEq/50 mL  vial,sodium bicarbonate,Not Recorded,50 mL,240162,mL,50,
1573,Sodium Bicarb 50 mEq/50 mL ADD,sodium bicarbonate,Not Recorded,50 mL,28571,mL,50,
1574,Sodium Bicarb 50 mEq/50 mL vial CMPD,sodium bicarbonate,Not Recorded,50 mL,980,mL,50,
1575,Sodium Bicarb 50 mEq/50mL syringe,sodium bicarbonate,Not Recorded,50 mL,170249,mL,50,
1576,Sodium Bicarbonate 650 mg tab,sodium bicarbonate,Not Recorded,none,1,,,
1577,Sodium Chloride 0.9% (50mL vial) for Remodulin,ns 50mL vial,Not Recorded,50 mL,4,mL,50,
1578,Sodium Chloride 0.9% 5mL Flush syr. (neonate),sodium chloride flush,Not Recorded,5 mL,43,mL,5,
1579,Sodium Chloride 3% 4mL inhalation soln.,sodium chloride 3%,Not Recorded,4 mL,1,mL,4,
1580,Sodium Glycerophosphate 20mmol/20mL inj,sodium glycerophosphate,Not Recorded,20 mL,9183,mL,20,
1581,Sodium Phosphat 3 mm/mL 50 mL inj,sodium phosphate,Not Recorded,50 mL,32465,mL,50,
1582,Sodium Phosphate 3mmol/ml  15 mL inj,sodium phosphate,Not Recorded,15 mL,7914,mL,15,
1583,Sodium Tetradecyl sulfate 1% inj,sodium tetradecyl sulfate,Not Recorded,none,1,,,
1584,Sodium Tetradecyl sulfate 3% inj,sodium tetradecyl 3%,Not Recorded,none,1,,,
1585,Sodium Thiosulfate 25% 50 mL inj,sodium thiosulfate 25%,Not Recorded,50 mL,832,mL,50,
1586,Sodium benzoate-Sodium phenylacetate 10%,sod.benzoate-sod.phenylacetate,Not Recorded,none,56,,,
1587,Standard PAL Line IV fluid,Standard PAL Line fluid,Not Recorded,none,167,,,
1588,Standard UAC Line IV fluid,Standard UAC Line fluid,Not Recorded,none,153,,,
1589,Standard UVC Line IV fluid,Standard UVC Line fluid,Not Recorded,none,101,,,
1590,Sterile/Free Water flush,"water, sterile/free flush",Not Recorded,none,1,,,
1591,Streptomycin 1 gm inj,streptomycin,Not Recorded,none,16,,,
1592,Streptozocin 1gm inj,streptozocin,Not Recorded,none,4,,,
1593,Succinylcholine 20 mg/mL OR syringe,succinylcholine,Not Recorded,none,1,,,
1594,Succinylcholine 200 mg/10 mL inj,succinylcholine,Not Recorded,10 mL,2193,mL,10,
1595,Succinylcholine 200 mg/10 ml syringe (EUOSH),succinylcholine,Not Recorded,10 mL,1,mL,10,
1596,Succinylcholine 200mg syr for pyxis,succinylchloline,Not Recorded,none,6,,,
1597,Succinylcholine 20mg/mL 10mL syringe,succinylcholine,Not Recorded,10 mL,20,mL,10,
1598,Succinylcholine 20mg/mL 5mL syringe,succinylcholine,Not Recorded,5 mL,3,mL,5,
1599,Succinylcholine 20mg/ml 10ml OR syringe,succinylcholine,Not Recorded,10 mL,11,mL,10,
1600,Succinylcholine 60 mg/3 mL syringe,succinylcholine,Not Recorded,3 mL,1,mL,3,
1601,Sugammadex 200 mg/2mL inj,sugammadex,Not Recorded,2 mL,52,mL,2,
1602,Sugammadex 500 mg/5mL inj,sugammadex,Not Recorded,5 mL,29,mL,5,
1603,Sulfamethoxazole-Trimethoprim 80mg-16  mg/mL 10mL inj,sulfamethoxazole-trimethoprim,Not Recorded,10 mL,4178,mL,10,
1604,Sulfamethoxazole-Trimethoprim 80mg-16 mg/mL inj,sulfamethoxazole-trimethoprim,Not Recorded,none,4343,,,
1605,"Syringe, chemo","Syringe, chemo",Not Recorded,none,42,,,
1606,TACRolimus 0.5 mg cap,TACRolimus,Not Recorded,none,61,,,
1607,TACRolimus 1 mg cap,TACRolimus,Not Recorded,none,7,,,
1608,TACRolimus 5mg inj,TACRolimus,Not Recorded,none,21146,,,
1609,TBO-filgrastim 300 mcg/0.5 mL inj,TBO-filgrastim,Not Recorded,0.5 mL,2,mL,0.5,
1610,TIGEcycline 50 mg inj,TIGEcycline,Not Recorded,none,3190,,,
1611,TOPOtecan 4 mg/ 4 mL inj,TOPOtecan,Not Recorded,4 mL,19,mL,4,
1612,Tamsulosin 0.4  mg cap,tamsulosin,Not Recorded,none,1,,,
1613,Telavancin 250 mg inj,telavancin,Not Recorded,none,144,,,
1614,Telavancin 750 mg inj,telavancin,Not Recorded,none,33,,,
1615,Temsirolimus 25 mg/mL inj.,temsirolimus,Not Recorded,none,1,,,
1616,Terbutaline 1 mg/1 mL inj,terbutaline,Not Recorded,1 mL,16,mL,1,
1617,"Tetanus/Diphtheria/Pertussis, Acel (Tdap) 0.5 mL","tetanus/diphtheria/pertussis, acel (Tdap)",Not Recorded,0.5 mL,1,mL,0.5,
1618,Tetanus/Dipth. Tox. Adsb. 0.5 ml inj,Tetanus/Diptheria toxoid,Not Recorded,0.5 mL,10,mL,0.5,
1619,Tetracaine 1% 2mL inj,tetracaine 1%,Not Recorded,2 mL,1,mL,2,
1620,Thiamine 100 mg/ml 2mL inj,thiamine,Not Recorded,2 mL,174096,mL,2,
1621,Thiamine 100 mg/ml 2mL inj FOR COMPOUNDING USE,thiamine,Not Recorded,2 mL,56650,mL,2,
1622,Thiotepa 15 mg inj,thiotepa,Not Recorded,none,80,,,
1623,Thrombin 5000 unit recombinant powder,thrombin,Not Recorded,none,2,,,
1624,Ticagrelor 90 mg tab,ticagrelor,Not Recorded,none,316,,,
1625,Ticar/Clav 3.1 IVPB,ticarcillin-clavulanate/ns,Not Recorded,none,110,,,
1626,Tirofiban 50 mcg/ mL 250 mL Drip*,tirofiban/ns,Not Recorded,250 mL,143,mL,250,
1627,Tobramycin 1.2gm/30ml Bulk Vial,tobramycin,Not Recorded,30 mL,3272,mL,30,
1628,Tobramycin 80 mg/ 100 mL NS,tobramycin,Not Recorded,100 mL,18,mL,100,
1629,Tobramycin 80 mg/2 mL inj,tobramycin,Not Recorded,2 mL,4054,mL,2,
1630,Tobramycin Intermittent Dosing by Pharmacist,tobramycin intermittent dosing,Not Recorded,none,1,,,
1631,Tocilizumab 200 mg/10mL inj,tocilizumab,Not Recorded,10 mL,124,mL,10,
1632,Tocilizumab 400 mg/20mL inj,tocilizumab,Not Recorded,20 mL,376,mL,20,
1633,Tolterodine 2 mg tab,tolterodine,Not Recorded,none,1,,,
1634,Tolterodine LA 4 mg cap,tolterodine LA,Not Recorded,none,1,,,
1635,Topiramate 100 mg tab,topiramate,Not Recorded,none,1,,,
1636,TraMADOL 50 mg tab,traMADOL,Not Recorded,none,1,,,
1637,Trabectedin 1mg inj.,trabectedin,Not Recorded,none,75,,,
1638,Trace Elements 10 mL inj,trace elements,Not Recorded,10 mL,124,mL,10,
1639,Tranexamic acid 100 mg/mL inj,tranexamic acid,Not Recorded,none,7479,,,
1640,Tranexamic acid 1000 mg/NS 100mL,tranexamic acid,Not Recorded,100 mL,375,mL,100,
1641,Tranexamic acid 2gm bolus dose,tranexamic acid,Not Recorded,none,77,,,
1642,Tranexamic acid 650 mg tab,tranexamic acid,Not Recorded,none,51,,,
1643,Trastuzumab 150 mg inj,trastuzumab,Not Recorded,none,9,,,
1644,Trastuzumab 440 mg inj,trastuzumab,Not Recorded,none,12,,,
1645,Trepostinil 5 mg/mL 20mL inj,treprostinil,Not Recorded,20 mL,106,mL,20,
1646,Treprostinil 1 mg/mL 20mL inj,treprostinil,ng/kg/min,20 mL,28,mL,20,
1647,Treprostinil 10 mg/mL 20mL,treprostinil,Not Recorded,20 mL,29,mL,20,
1648,Treprostinil 2.5 mg/mL 20mL,treprostinil,Not Recorded,20 mL,103,mL,20,
1649,Treprostinil 20mg/20mL inj,trepostinil,Not Recorded,20 mL,80,mL,20,
1650,Treprostinil 20mg/20mL inj,treprostinil,Not Recorded,20 mL,9,mL,20,
1651,Tri-sodium Citrate,sod. citrate-citric acid,Not Recorded,none,15,,,
1652,Triamcinolone acet  40 mg/ 1 mL inj,triamcinolone,Not Recorded,1 mL,1,mL,1,
1653,Trimethobenzamide 200 mg/2 mL inj,trimethobenzamide,Not Recorded,2 mL,1,mL,2,
1654,Trisodium citrate solution,anticoag. sodium citrate,Not Recorded,none,1,,,
1655,Tromethamine 500 mL  Btl,tromethamine,Not Recorded,500 mL,4418,mL,500,
1656,Ustekinumab 130mg/26mL inj,ustekinumab,Not Recorded,26 mL,14,mL,26,
1657,Valproate 250mg/5mL Liq,valproate,Not Recorded,5 mL,3,mL,5,
1658,Valproate Sodium 500 mg/ 5 mL inj,valproate,Not Recorded,5 mL,21497,mL,5,
1659,Vancomycin 125 mg cap,vancomycin,Not Recorded,none,1,,,
1660,Vancomycin 1250mg/ NS 250mL IVPB,vancomycin/ns,Not Recorded,250 mL,17506,mL,250,
1661,Vancomycin 1250mg/NS 250mL IVPB,vancomycin/ns,Not Recorded,250 mL,105411,mL,250,
1662,Vancomycin 1500mg/500ml NS ivpb,vancomycin in ns,Not Recorded,500 mL,39672,mL,500,
1663,Vancomycin 1500mg/NS ivpb (EUOSH ONLY),vancomycin in ns,Not Recorded,500 mL,68672,ml,500,imputed
1664,Vancomycin 1750mg/NS 500ml IVPB,vancomycin in ns,Not Recorded,500 mL,8435,mL,500,
1665,Vancomycin 1gm inj,vancomycin,Not Recorded,500 mL,58757,mL,500,imputed
1666,Vancomycin 1gm/ 200mL Iso-Dex IVPB,vancomycin in D5W,Not Recorded,200 mL,65538,mL,200,
1667,Vancomycin 1gm/NS 250mL IVPB,vancomycin in NS,Not Recorded,250 mL,10367,mL,250,
1668,Vancomycin 1gm/NS 250ml  IVPB,vancomycin in ns,Not Recorded,250 mL,95228,mL,250,
1669,Vancomycin 250 mg/5 mL oral soln.,vancomycin,Not Recorded,5 mL,5,mL,5,
1670,Vancomycin 500 mg inj,vancomycin,Not Recorded,500 mL,5174,mL,500,imputed
1671,Vancomycin 500 mg/100ml - Iso-Dex,vancomycin in iso-dex,Not Recorded,100 mL,2872,mL,100,
1672,Vancomycin 500 mg/NS 100ml ivpb,vancomycin/ns,Not Recorded,100 mL,9565,mL,100,
1673,Vancomycin 500mg (10gm vial),vancomycin,Not Recorded,500 mL,87110,mL,500,imputed
1674,Vancomycin 500mg in NS 500mL enema,vancomycin enema,Not Recorded,500 mL,2,mL,500,
1675,Vancomycin 5mg/mL/NS neonate syringe,vancomycin in NS syringe,Not Recorded,none,579,,,
1676,Vancomycin 750 mg inj.,vancomycin,Not Recorded,500 mL,16727,mL,500,imputed
1677,Vancomycin 750 mg/150 mL,vancomycin,Not Recorded,150 mL,2680,mL,150,
1678,Vancomycin 750 mg/150 mL Iso-Dex,vancomycin in iso-dex,Not Recorded,150 mL,44581,mL,150,
1679,Vancomycin Intermittent Dosing by Pharmacist,vancomycin intermittent dosing,Not Recorded,none,1,,,
1680,Vancomycin Intermittent Dosing by Pharmacist,vancomycin pulse dosing,Not Recorded,none,2,,,
1681,Vasopressin 20 unit/ml 10ml inj,vasopressin,Not Recorded,10 mL,50924,mL,10,
1682,Vasopressin 20 units/ 1 mL (Vasostrict),vasopressin,Unit/Minute,1 mL,893643,mL,1,
1683,Vasopressin 20 units/ 1 mL inj,vasopressin,Unit/Minute,1 mL,30960,mL,1,
